config_id,val_acc,inference_time
1,0.535714285714,0.06968045234680176
2,0.535714285714,0.06743907928466797
3,0.535714285714,0.07015657424926758
4,0.535714285714,0.07071590423583984
5,0.535714285714,0.06930828094482422
6,0.535714285714,0.06847333908081055
7,0.535714285714,0.07023382186889648
8,0.535714285714,0.0699925422668457
9,0.535714285714,0.06839275360107422
10,0.535714285714,0.06810855865478516
11,0.535714285714,0.07007741928100586
12,0.535714285714,0.07270073890686035
13,0.535714285714,0.07239198684692383
14,0.535714285714,0.06814312934875488
15,0.535714285714,0.06823492050170898
16,0.535714285714,0.06975650787353516
17,0.535714285714,0.07258105278015137
18,0.535714285714,0.06694674491882324
19,0.535714285714,0.0715484619140625
20,0.535714285714,0.06727337837219238
21,0.535714285714,0.07207202911376953
22,0.535714285714,0.06945943832397461
23,0.535714285714,0.06954789161682129
24,0.535714285714,0.07177972793579102
25,0.535714285714,0.06966924667358398
26,0.535714285714,0.07004499435424805
27,0.535714285714,0.07082653045654297
28,0.535714285714,0.07205486297607422
29,0.535714285714,0.0688471794128418
30,0.535714285714,0.06762146949768066
31,0.535714285714,0.07073163986206055
32,0.535714285714,0.06923317909240723
33,0.464285714286,0.07527375221252441
34,0.464285714286,0.07267236709594727
35,0.464285714286,0.07390952110290527
36,0.464285714286,0.07210922241210938
37,0.464285714286,0.07337737083435059
38,0.464285714286,0.0727083683013916
39,0.464285714286,0.0727536678314209
40,0.464285714286,0.07671952247619629
41,0.464285714286,0.07218194007873535
42,0.464285714286,0.07459497451782227
43,0.464285714286,0.07554197311401367
44,0.464285714286,0.07239341735839844
45,0.464285714286,0.07579326629638672
46,0.464285714286,0.07472467422485352
47,0.464285714286,0.0717930793762207
48,0.464285714286,0.07598423957824707
49,0.535714285714,0.07274889945983887
50,0.535714285714,0.07289695739746094
51,0.535714285714,0.07180142402648926
52,0.535714285714,0.07402682304382324
53,0.535714285714,0.07222986221313477
54,0.535714285714,0.07196259498596191
55,0.535714285714,0.07584857940673828
56,0.535714285714,0.0748434066772461
57,0.535714285714,0.07320380210876465
58,0.535714285714,0.0720527172088623
59,0.535714285714,0.07178664207458496
60,0.535714285714,0.07646846771240234
61,0.535714285714,0.07421588897705078
62,0.535714285714,0.07518148422241211
63,0.535714285714,0.07284212112426758
64,0.535714285714,0.07174324989318848
65,0.464285714286,0.13070940971374512
66,0.464285714286,0.13530802726745605
67,0.464285714286,0.13064098358154297
68,0.464285714286,0.13125300407409668
69,0.464285714286,0.13022994995117188
70,0.464285714286,0.1322166919708252
71,0.464285714286,0.13149452209472656
72,0.464285714286,0.13031721115112305
73,0.464285714286,0.12942028045654297
74,0.464285714286,0.13410067558288574
75,0.464285714286,0.13201069831848145
76,0.464285714286,0.12956571578979492
77,0.464285714286,0.12898945808410645
78,0.464285714286,0.13359785079956055
79,0.464285714286,0.1316213607788086
80,0.464285714286,0.1332252025604248
81,0.535714285714,0.1342628002166748
82,0.535714285714,0.13297486305236816
83,0.535714285714,0.1293015480041504
84,0.535714285714,0.13555693626403809
85,0.535714285714,0.1283876895904541
86,0.535714285714,0.1305406093597412
87,0.535714285714,0.13071084022521973
88,0.535714285714,0.13081884384155273
89,0.535714285714,0.13502264022827148
90,0.535714285714,0.13197088241577148
91,0.535714285714,0.13462281227111816
92,0.535714285714,0.13071084022521973
